XG20,XG21,XG22,XG44,XG43,XG23,XG24,XG25,XG46,XG45
24.44507485,24.25741964,23.78912346,24.33855224,24.17260452,24.18664565,23.62612877,23.9780695,23.36445103,23.84297734
20.51674061,20.40776618,19.14606053,20.69839777,20.03873885,22.74808913,21.6051614,18.26559573,19.76713011,22.68594046
22.65341596,21.29320163,20.36182373,18.81073636,19.36369846,20.41304177,20.2635625,18.0509357,20.76644075,18.94589833
22.10425497,21.36528693,20.85713606,21.79983505,21.80281481,22.07272012,22.61510503,20.72044781,21.98490663,21.36073177
27.43920314,24.47826477,24.05659803,26.96246087,24.75605885,26.74993948,27.1958807,24.62459725,26.15862171,22.00134514
15.93152628,16.5202675,15.71746756,16.24280137,15.40647194,16.50702722,16.1606133,16.43480624,15.88690118,16.78300381
15.588334,13.67233588,13.67233588,16.50584256,13.67233588,13.67233588,13.67233588,13.67233588,13.67233588,13.67233588
22.95436682,21.8321315,19.4307357,22.30755076,21.77679726,21.10482315,22.85005566,21.24988237,20.20061294,22.68947296
30.00054508,30.06028,30.08030602,30.69020466,29.63365391,30.03552035,30.03924874,30.34901714,30.1951194,30.4006301
20.25114286,20.9504281,20.42775734,21.82936979,20.87397375,21.39560408,20.6405318,20.76422348,21.3178255,20.94101697
16.74816213,17.66224765,17.42287744,17.57672018,16.40363907,17.42046078,17.46772233,18.18673692,16.95477574,17.80489091
17.40720811,17.67058721,16.39307421,14.29957836,16.53937739,14.29957836,17.49292562,19.55343653,17.03270275,14.29957836
19.10517192,19.50547068,19.09044586,20.02330106,18.93256369,18.85235367,18.55367323,19.45156958,18.46613572,18.73273716
16.24066601,16.24066601,18.38206036,19.04158981,18.8798859,16.24066601,17.70975948,18.19140311,16.24066601,19.58698623
16.85879129,16.38194581,16.76179448,18.88433535,17.17341089,18.06140613,17.83813067,17.22377828,17.9318843,17.22563154
18.45496304,17.80047753,16.53046623,19.01834554,18.03142054,16.73705616,16.17769159,17.4924328,19.01113578,18.23146555
18.68601165,18.42702915,18.23032511,15.94891079,17.15195456,19.38499212,18.34594079,17.20152899,16.93977638,18.65240846
18.31540278,17.76459303,16.44867503,20.26703382,17.61644273,15.57449005,17.53381485,15.57449005,16.42914198,17.05961628
17.45564027,16.57871001,15.40577797,17.6078564,17.27828085,14.9560645,14.9560645,14.9560645,17.00434753,17.71516624
24.67578866,23.86171509,25.07287546,25.75009839,26.12774422,24.60870456,23.00417177,23.89095723,24.78624051,24.99135853
23.43179317,22.56852397,22.6973179,23.90510518,24.28255809,23.01452947,21.4866546,21.53099182,19.8981072,23.39747801
23.14894572,21.69687353,23.229904,25.52432386,25.14770723,22.32203018,21.56114574,22.0034999,22.86341735,22.339316
22.25753474,21.02019528,22.19176604,23.50385861,23.6486605,21.48539707,20.67489858,20.3419402,18.29831125,22.22412845
20.51722424,18.90080823,19.69582193,21.4698286,22.29710322,19.15739659,18.13825524,18.7022971,18.19560575,20.58533565
22.44738697,22.75517009,22.2307058,22.73410106,21.35395767,23.20539147,23.21357713,26.10805667,22.05068466,22.23764105
29.36074758,28.99328066,28.67992396,28.74454881,28.23540717,29.43371341,29.46113493,29.76987536,28.89070931,29.30179159
19.26507932,17.23394729,17.90807014,18.89982598,16.44451296,19.50402173,20.22925186,18.71078279,16.45987995,19.18452671
21.96050012,20.19838824,19.75770943,21.61831806,22.58381125,21.17081369,21.42314708,21.02801243,21.65522105,21.25380796
17.86195886,17.23820718,17.79364696,16.23712504,15.51692932,17.09415035,17.61706889,17.25989653,18.3330034,16.17157005
14.12658034,14.12658034,14.12658034,16.2517758,14.12658034,14.12658034,14.12658034,14.80416264,14.12658034,14.12658034
22.21606686,21.64180845,22.00397111,23.70741148,21.98389516,21.75427333,22.22396074,22.32126987,23.08198072,22.35362862
20.05324795,20.00501729,20.18051867,21.54871234,19.77419629,20.34020544,19.91239207,22.36514046,19.67565484,26.89015042
25.89083453,25.465365,24.80772557,26.541003,26.65114171,26.39905074,26.05753254,24.48231929,25.81403829,26.95791663
19.39251789,18.58963286,18.2712785,20.59398829,18.59916725,19.12907733,18.97206776,18.1200127,20.53118582,20.21138928
17.83928675,17.74598497,15.67907681,17.75797367,16.53455034,18.65001317,19.5154105,15.87042051,16.73444192,22.01681764
15.23315314,15.23315314,16.80135146,21.91162724,18.01237817,16.10265784,17.86077906,19.35256412,18.33655559,17.95070824
21.05489507,18.14397464,19.18798856,19.8228987,18.30072052,19.91079486,20.59660437,19.84840441,20.21981697,20.18091924
17.64416468,17.92201985,17.91776577,19.06731438,18.05667294,17.7135623,18.06082488,17.88110416,18.12879093,18.25951815
23.48230206,24.10519318,24.20744797,24.33531729,23.06709901,24.14321955,24.10993026,23.54528385,23.86393131,23.95901575
18.97513662,16.71733567,15.55739311,19.53361882,17.78465921,16.64861761,17.93684431,15.55739311,17.40299993,19.11852972
23.31772174,23.25043129,23.73883311,24.11159705,23.57225034,23.51361026,24.13026685,23.48365749,23.72339191,24.42590327
22.00490931,21.77340476,21.07838099,21.45361578,20.52763807,22.32285334,21.67008124,21.87861385,21.11089362,21.45314099
15.06240194,15.06240194,15.06240194,15.06240194,15.06240194,17.08635153,15.06240194,15.06240194,15.06240194,15.06240194
15.038344,15.42737206,16.96423492,15.038344,15.038344,15.038344,18.70256682,15.038344,15.038344,15.038344
21.33651391,20.56158349,21.60637347,19.90920752,19.60155738,21.54537483,22.17060971,21.61759043,21.52805927,21.18357557
22.66272128,20.64061951,20.71927841,22.78619643,20.20513906,21.27890072,20.88876359,22.24581438,22.04152364,23.02177993
18.62117357,18.82913603,18.64840564,19.82686964,18.94043342,18.96887127,18.59805795,18.6969461,18.40169684,18.58812558
18.54325053,18.4039638,18.21852599,20.18551519,19.40151223,18.21852599,19.71102603,18.54003898,19.24144803,19.98884597
26.95610731,26.88012167,26.89396915,27.02666915,25.69532335,26.91791333,26.68390366,27.48901947,26.66161383,26.83861429
20.12369281,19.45310595,17.12703854,17.40043297,15.66190474,20.32444908,18.34322218,19.94524556,16.63917817,19.08012414
18.21441014,17.83562996,15.45611298,15.33473729,15.33473729,18.11329101,17.95729355,17.49704182,17.10820857,18.51340786
20.74558601,20.7354518,19.24490324,18.85498762,17.75146724,21.39012827,21.09581486,19.68497029,19.8729448,20.09161988
17.78013583,19.46458763,15.86647405,15.86647405,15.86647405,20.29144067,21.51731965,15.86647405,15.86647405,18.0148022
16.76149625,16.55760042,17.48676273,15.62937196,15.09072238,15.09072238,15.09072238,18.32813033,16.95502363,17.20791724
16.27390015,18.01515486,17.68427617,16.27390015,16.27390015,18.09127008,17.45852802,17.78584165,18.04907977,16.27390015
23.46708222,23.86366981,23.87382679,24.52165159,22.28261125,23.53431405,24.25679896,24.45449384,23.94989153,24.44048091
21.29230225,22.51946505,23.21799747,22.73620847,21.32879721,20.8099355,22.98642911,23.41686155,22.21467085,23.35190921
19.7102819,20.37203979,21.10162709,20.44847995,18.72192974,18.97286369,21.26249219,21.45070747,19.63668845,21.72368052
24.41437995,24.36074101,24.49010329,25.27981076,23.18586933,24.28364866,25.20217749,25.27721275,24.76694496,25.27559143
22.97510521,22.90081117,23.06157325,23.19792051,21.59605391,22.89450852,23.60388788,23.63241607,23.24100381,23.60756387
24.89382088,25.22110488,25.06848932,25.83754353,24.36148817,25.47828144,25.86809505,25.70142291,25.77930958,25.15069635
21.79735924,21.88170856,21.98451555,22.40291031,19.8235653,21.65328923,22.51919375,22.62865345,22.06958596,22.18192748
25.97191853,25.92101543,26.19509837,26.5441486,24.9305207,26.18521557,26.65304502,26.77286465,26.26283667,26.33533133
24.21361644,24.42744713,24.24549366,24.70288741,23.34056731,24.57234727,25.2041844,24.95437099,24.79151795,24.28436847
19.2323874,19.95443826,19.91029431,20.46854139,18.54785768,19.05548518,20.11464945,20.31238237,20.31276734,19.74022133
24.02766796,23.90816124,24.09695526,24.38468193,22.25671663,23.66799496,24.45912502,24.76972245,23.91563151,24.31371896
26.53858172,26.44113432,26.56619924,27.14744407,25.47904752,26.35999561,27.24928029,27.0556131,27.00058015,26.9338185
22.68788908,23.19990504,23.18786913,23.72063244,21.82825205,21.74179469,23.39374748,23.39127899,23.36975361,23.3769278
28.08091444,28.08792295,28.55940347,28.81874716,27.37162339,27.55521517,28.99681696,28.46559468,28.64642698,29.03610937
19.93212273,19.88577335,18.88237699,20.67190318,17.82612386,20.25663429,21.07757072,20.61959144,20.16434443,20.49619391
25.83188804,25.81909793,25.83501914,26.9728905,25.03386422,26.05976248,26.85345767,26.2092469,26.68306271,26.62397479
20.60114418,20.88718221,20.58758663,21.25174229,19.34258988,21.15249684,21.97529146,21.56049191,21.26623423,20.9895615
21.31049491,21.21778601,20.97389991,21.68212009,19.07363771,21.24285079,22.03589164,21.80818187,21.81784976,21.50840255
25.27750451,25.32606337,25.36180834,25.88900349,23.85098369,24.90003456,26.07984868,25.77275453,25.63720814,25.79666557
21.32218316,21.6731144,21.71124244,22.36729876,19.56040829,20.50798235,21.95327446,21.95773786,21.96295574,22.16580208
27.15148501,27.22380435,27.46609265,28.06119796,26.25302483,26.47554247,28.00130338,27.46495973,27.83094957,27.87721363
23.95877677,24.34945429,24.27324241,24.87294414,22.90336905,23.2265977,24.78283438,24.29847432,24.54556902,24.51331292
18.27372177,19.44297006,20.34615809,18.88769066,17.59812237,19.294924,18.87730361,19.56235354,20.35826325,18.05879622
18.911177,18.75718031,18.64654739,18.54509197,17.77664176,18.47071274,19.15889809,19.58413606,18.97507564,18.69107481
26.94481722,22.86238329,27.47080184,27.27613477,24.47997202,27.83863209,27.91157165,22.81049583,28.82729434,29.22874546
30.37903748,30.32998133,30.12212401,30.45911176,30.28330671,30.45579765,30.00631837,29.93987841,29.784343,30.0956882
19.71192172,20.24226975,19.40466435,20.36648564,18.65875954,21.27323515,17.41909248,19.99046082,19.15440867,19.26369243
18.79220963,18.38956937,18.63251747,18.39888444,18.4406767,18.9209652,19.15840352,18.88047904,18.76681791,19.35785587
26.13047363,26.51371639,26.80466713,26.8599261,25.82087866,26.23016223,27.01625503,27.09576047,26.87415636,26.62676456
20.76002884,19.7349377,20.61384375,20.8426774,19.8820535,20.725913,21.08789625,20.6645636,20.81289039,21.20090399
16.9208899,18.86526923,18.04797758,18.11289156,16.9208899,20.43529307,19.50503326,18.5411836,17.74615047,16.9208899
18.17556996,17.91644734,17.77679053,20.38845355,18.23843914,18.27278069,17.44133129,18.08151058,17.47405496,17.92579934
16.63639395,16.27910497,15.42911132,19.73506572,18.23757074,16.25106107,16.05669278,18.19286784,15.42911132,16.162342
22.6472039,22.26000367,21.9794204,25.52901357,21.63655758,22.65108356,22.47314536,22.06286517,22.49854734,22.96069498
15.6603447,14.93571486,14.93571486,19.31706932,14.93571486,16.33029092,14.93571486,15.68035019,16.58807444,14.93571486
17.83143492,16.93502284,16.93502284,20.37749096,18.99539608,16.93502284,16.93502284,16.93502284,17.7700562,16.93502284
17.61769849,18.15512225,14.5470303,20.43107238,18.26137904,15.11538471,20.39290198,15.12448217,14.5470303,19.60549986
23.81479914,23.7670813,23.43911194,24.42217605,23.46671042,23.35487834,23.65030095,22.99333794,24.22830157,23.72334191
16.93869068,17.14123045,17.52606469,18.58102239,17.51719035,17.61195212,17.74225597,16.93210876,17.12051539,18.99406421
18.58351391,18.77358595,18.17675753,17.52556956,16.81995511,18.19430719,19.19501153,19.01436618,17.98357295,19.63173293
26.55846614,26.08404228,25.44380734,26.43806782,24.84152941,26.09117321,26.08331603,26.42580175,25.9278803,26.19811691
19.21182994,21.62798967,18.32500893,21.48771052,18.73168705,20.90659797,21.02329057,22.16142178,17.806861,24.22199548
18.7907816,19.20447771,19.01838375,22.07497701,18.80400937,18.57381058,19.06989485,20.25067661,19.26634434,21.37037213
15.73614703,18.32901711,15.78237379,21.47759252,16.04793216,20.95088734,18.34516157,19.83964323,15.33422377,21.10181654
20.622696,21.23026984,19.89902301,21.4434324,19.25173232,18.6340845,20.71589142,21.65790925,19.29554797,20.29847809
17.81121563,19.02311118,16.74516837,17.00002855,13.53271179,20.10724917,19.06295309,19.88129772,13.53271179,19.86957728
18.99191925,17.29368661,19.55348763,20.29114765,15.75274936,18.42475858,18.34201103,19.12488283,18.26916621,19.27263406
20.12434206,15.36109241,14.75438385,18.73423402,14.75438385,18.99807569,19.81618349,17.91836065,15.20873893,17.31723484
14.62520773,18.00309426,14.62520773,17.50467935,15.00025159,16.27444541,15.86899517,19.14371235,14.62520773,21.11680431
18.26592889,15.66908261,15.66908261,22.29841363,20.23417204,15.66908261,15.66908261,15.66908261,15.66908261,21.10086554
16.58753776,18.08440941,16.05874966,19.46974577,15.99754001,14.9027812,16.69861375,17.69801765,16.33481338,16.31858211
22.93332551,23.89642083,24.24134779,25.1463743,23.59557802,22.16467803,21.67047851,23.44268133,22.21447773,22.58358506
18.43200136,18.86155589,18.32165001,20.72782689,18.34194183,18.79807453,17.77626736,19.20900692,18.31003788,18.5975817
17.8547945,16.07767502,19.09772804,21.91863935,20.31244054,18.63076726,16.63937538,15.00807995,15.00807995,18.79172669
14.31538261,14.31538261,16.17428112,21.48321033,20.18661573,14.31538261,14.31538261,15.99350985,14.31538261,16.85999281
16.69281448,14.38799455,16.18875122,18.32990143,16.29282263,17.30809415,14.38799455,14.38799455,14.38799455,16.46720253
15.30007838,15.30007838,15.30007838,16.88765794,15.30007838,15.30007838,15.30007838,15.30007838,15.30007838,15.30007838
16.23965709,18.00116265,16.23965709,19.31027383,16.23965709,16.23965709,16.23965709,16.23965709,17.2659851,19.56349422
19.09516294,15.13696155,16.13721678,18.99507367,16.92743782,16.65090306,16.94823746,17.39239067,18.3351961,19.67866106
27.23455171,27.28049384,26.58405392,27.5685307,25.65557341,27.13238284,27.95654588,27.7924145,26.82788973,28.33737024
27.58861331,27.38108769,27.09975568,27.26294976,25.94540597,27.46476684,27.64043924,27.4511506,27.318009,27.47136252
16.80331682,14.7772792,14.7772792,16.5934961,14.7772792,18.36992863,17.02093807,14.7772792,15.4394804,17.97505762
19.38492916,19.28175023,18.29442471,18.71454131,17.88280786,17.91795493,19.44946077,18.3893165,17.83758857,18.27188201
16.30536584,16.30536584,16.30536584,19.21145746,16.30536584,18.1635683,19.37963286,16.30536584,19.2323694,19.03402733
19.25018477,17.85791391,18.15173892,19.8608783,19.50719228,17.65303431,18.73184789,18.5154265,19.25595811,19.7611664
20.22560771,19.91479524,19.6201612,21.24426874,19.38013298,20.09352218,19.9439168,19.72688803,19.43103373,20.85916157
24.19591973,23.9904416,23.13988558,23.68720651,22.45420239,24.6830339,24.71169365,25.46006525,23.78805874,23.87464184
21.18338747,21.51612634,17.94409621,22.36685272,19.81197405,22.94298808,19.77024488,19.68641343,20.51874139,19.75386523
25.88511263,25.98733246,26.24384035,26.33752541,24.75491257,25.47690871,26.50470723,26.22942585,25.87205766,26.54795685
18.1122427,17.23001061,16.73153169,20.14340003,16.834816,16.10793938,17.31294913,19.64371364,16.62243662,18.55148239
20.69849633,20.54647107,21.57031122,23.08986568,19.7168204,21.47686249,22.06336332,18.88952949,21.25546964,21.94457061
25.0282376,23.21053966,23.65879952,24.23313866,22.63429902,24.59941098,25.49414999,24.72812386,24.86228245,22.07815325
16.12206286,19.98602906,16.12206286,16.12206286,20.18553969,25.21444764,16.12206286,19.74263561,21.4739694,16.12206286
28.83525494,27.73364575,27.96714533,28.59884069,27.52904766,28.53848795,28.54033004,28.60396958,28.25585081,29.19617946
21.55915988,22.86489995,22.5336806,21.7947506,21.76904422,23.11187814,23.63743967,24.62451515,23.24861991,22.42047646
17.63819449,17.12980858,14.07557038,17.02067328,17.00352941,18.02980417,17.49910136,14.07557038,16.29305791,16.0419567
28.00198125,27.75278141,28.60348067,28.37234035,26.99114864,27.94089818,28.14374878,28.04458122,27.99659305,29.13133827
19.57168298,19.71452307,19.30584244,20.7047483,19.94776855,19.75711213,18.88640743,18.92680722,18.76306077,19.16141871
21.70375332,21.64551441,21.55688033,21.66496055,21.50338831,21.60752888,21.54163997,21.69154418,21.51719324,21.53179133
19.40151952,18.06501702,17.28534718,20.41595538,19.17740874,19.0825082,19.78035253,19.75162843,18.94435694,19.888723
15.68804494,16.60871809,15.33006055,19.12707712,16.92489639,16.81424057,16.85490233,17.66153337,17.44217547,15.33006055
25.99984194,25.97732465,24.58372886,25.18426564,24.44941871,25.5883133,24.22613786,25.14461593,26.18206165,23.85007617
29.18255469,27.18767103,27.31958599,28.63004978,27.87001697,27.50083957,28.39995769,27.5447869,28.64551848,27.9046078
24.26320386,23.05588198,23.21880665,23.52284657,22.38121195,23.38750542,24.05441337,23.91088332,23.27549254,23.32287108
23.83140554,21.0051268,17.51396416,18.81439451,20.21903141,18.85494949,19.80370644,17.93052061,17.91880484,21.80671304
19.37115953,19.33000459,18.48006265,19.56597063,16.58551125,20.0506923,17.97603919,17.49088967,17.59519601,17.42042352
29.27927858,28.49711396,28.69485244,28.83078684,27.80444804,29.15936508,29.13192995,29.32558394,28.33709742,28.98219372
18.22331562,17.04085056,17.8912945,18.18407112,15.81190606,18.16752779,17.78466709,18.20101396,17.2519588,18.0546078
14.25931485,14.25931485,14.25931485,19.67755739,15.75784197,15.44673033,14.61487291,15.30148768,14.25931485,14.93031432
14.05539631,14.69136229,14.05539631,16.28420169,14.05539631,17.80990911,16.3939967,14.05539631,14.50250139,16.09321121
17.37096897,17.21547686,15.89836105,20.55941374,15.10702706,15.10702706,18.60791994,17.39079308,17.39740751,16.58079106
24.41101684,23.90517268,23.56445864,24.89349087,23.23404453,23.45469125,23.60639132,24.0199256,23.4801301,24.03997928
14.08758003,14.08758003,14.24705901,16.48866161,14.08758003,14.08758003,14.08758003,14.08758003,14.08758003,15.67077758
0,0,0,1,1,0,0,0,1,1
